,Sort ,State,FIPS ,County ,CountySeat(s) ,Population(2010),LandAreakm2 ,LandAreami2 ,WaterAreakm2 ,WaterAreami2 ,TotalAreakm2 ,TotalAreami2 ,Latitude ,Longitude,Hover
0,1,AL,01001,Autauga,Prattville,"54,571","1,539.582",594.436,25.776,9.952,"1,565.358",604.388,55.8094392297114,36.6068080487597,Autauga<br>AL<br>01001
